,gene_weight,product_accession,locus_tag_old,GeneID,start,end,strand,COG,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,P2TF_description,DeepTF_prediction,ENTRAF_hmm_name,iTAK_Detail,module
H6G84_RS12545,-0.0518348080444495,WP_039755818.1,Synpcc7942_0765,,145521.0,145799.0,-,S,,,,,,,,,,,,,,0.0,,,53
H6G84_RS12590,0.053942363086231,WP_049749325.1,Synpcc7942_0757,,151891.0,152706.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,53
H6G84_RS13365,0.0481957466304728,WP_199290793.1,Synpcc7942_0628,speE,47613.0,48491.0,+,H,"GO:0003674,GO:0003824,GO:0004766,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006576,GO:0006595,GO:0006596,GO:0006807,GO:0008150,GO:0008152,GO:0008216,GO:0008295,GO:0009058,GO:0009308,GO:0009309,GO:0009987,GO:0016740,GO:0016765,GO:0034641,GO:0042401,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097164,GO:1901564,GO:1901566,GO:1901576",2.5.1.16,ko:K00797,"ko00270,ko00330,ko00410,ko00480,ko01100,map00270,map00330,map00410,map00480,map01100","M00034,M00133","R01920,R02869,R08359","RC00021,RC00053","ko00000,ko00001,ko00002,ko01000",-,-,-,"AdoMet_dc,Spermine_synt_N,Spermine_synth",,0.0,,,53
H6G84_RS13615,0.056550998370284,WP_011055119.1,Synpcc7942_B2633,,18621.0,21620.0,+,L,-,-,-,-,-,-,-,-,-,-,-,DUF3854,,0.0,,,53
H6G84_RS12175,0.53373340878833,WP_011377753.1,Synpcc7942_0834,,74613.0,75266.0,-,S,-,-,-,-,-,-,-,-,-,-,-,PAF-AH_p_II,,0.0,,,54
H6G84_RS00415,0.1905415843344015,WP_011243919.1,Synpcc7942_2497,ndk,76904.0,77359.0,+,F,"GO:0000166,GO:0003674,GO:0003824,GO:0004550,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006183,GO:0006213,GO:0006220,GO:0006221,GO:0006228,GO:0006241,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009132,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009147,GO:0009148,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009208,GO:0009209,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017076,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034404,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042278,GO:0042451,GO:0042455,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046036,GO:0046039,GO:0046051,GO:0046128,GO:0046129,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0046872,GO:0046939,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:0097367,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",2.7.4.6,ko:K00940,"ko00230,ko00240,ko00983,ko01100,ko01110,ko01130,ko04016,map00230,map00240,map00983,map01100,map01110,map01130,map04016","M00049,M00050,M00052,M00053","R00124,R00139,R00156,R00330,R00570,R00722,R01137,R01857,R02093,R02326,R02331,R03530,R11894,R11895",RC00002,"ko00000,ko00001,ko00002,ko01000,ko04131",-,-,-,NDK,,0.0,,,55
H6G84_RS00420,0.2335808717560916,WP_011243920.1,Synpcc7942_2496,,77389.0,78588.0,+,E,-,-,ko:K01999,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,Peripla_BP_6,,0.0,,,55
H6G84_RS00425,0.1925929659646293,WP_011243921.1,Synpcc7942_2495,,78588.0,79529.0,+,E,-,-,ko:K01997,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,BPD_transp_2,,0.0,,,55
H6G84_RS00430,0.1934772536830955,WP_011243922.1,Synpcc7942_2494,,79533.0,80456.0,+,E,-,-,ko:K01998,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,BPD_transp_2,,0.0,,,55
H6G84_RS00435,0.2126418532809504,WP_011243923.1,Synpcc7942_2493,,80453.0,81214.0,+,E,-,-,ko:K01995,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,"ABC_tran,BCA_ABC_TP_C",,0.0,,,55
H6G84_RS08095,0.1274711010319519,WP_011242493.1,Synpcc7942_1377,,14850.0,17144.0,-,K,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009259,GO:0009260,GO:0009605,GO:0009987,GO:0009991,GO:0015969,GO:0015970,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034035,GO:0034036,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659","2.7.6.5,3.1.7.2","ko:K00951,ko:K01139","ko00230,map00230",-,"R00336,R00429","RC00002,RC00078","ko00000,ko00001,ko01000,ko03009",-,-,-,"ACT_4,HD_4,RelA_SpoT,TGS",,0.0,,,55
H6G84_RS01375,0.0805722286553278,WP_199290599.1,Synpcc7942_2308,gcvT,278292.0,279404.0,-,E,"GO:0001505,GO:0003674,GO:0003824,GO:0004047,GO:0006082,GO:0006520,GO:0006544,GO:0006546,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008483,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009987,GO:0016054,GO:0016740,GO:0016741,GO:0016769,GO:0017144,GO:0019752,GO:0032259,GO:0042133,GO:0042135,GO:0042737,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606",2.1.2.10,ko:K00605,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",M00532,"R01221,R02300,R04125","RC00022,RC00069,RC00183,RC02834","ko00000,ko00001,ko00002,ko01000",-,-,-,"GCV_T,GCV_T_C",,0.0,,,56
H6G84_RS01380,0.200409555454386,WP_011244105.1,Synpcc7942_2307,,279540.0,280550.0,-,V,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,56
H6G84_RS01385,0.2100009629586799,WP_155813915.1,Synpcc7942_2306,,280554.0,281132.0,-,O,-,-,-,-,-,-,-,-,-,-,-,DnaJ,,0.0,,,56
H6G84_RS02425,-0.0626954665158629,WP_011378318.1,Synpcc7942_2108,,466189.0,466557.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,56
H6G84_RS02475,0.0607032608215458,WP_011244305.1,Synpcc7942_2098,rfbC,474267.0,474818.0,-,G,-,5.1.3.13,ko:K01790,"ko00521,ko00523,ko01130,map00521,map00523,map01130",M00793,R06514,RC01531,"ko00000,ko00001,ko00002,ko01000",-,-,-,dTDP_sugar_isom,,0.0,,,56
H6G84_RS02775,0.1354402417875388,WP_011244366.1,Synpcc7942_2038,,547216.0,547908.0,+,K,-,-,-,-,-,-,-,-,-,-,-,"Cupin_2,HTH_3","Transcription factor, Xre family contains 1 HTH_XRE",1.0,HTH_3,,56
H6G84_RS03235,0.0651673273308232,WP_011244456.1,Synpcc7942_1948,,631336.0,631581.0,-,S,-,-,-,-,-,-,-,-,-,-,-,2TM,,0.0,,,56
H6G84_RS03745,-0.0753556232414251,WP_039755643.1,,,738673.0,738939.0,-,S,,,,,,,,,,,,,,,,,56
H6G84_RS04000,0.0609085848169222,WP_234909951.1,Synpcc7942_1798,,786785.0,787423.0,-,S,,,,,,,,,,,,,,0.0,,,56
H6G84_RS05605,0.0826827359771576,WP_011377578.1,Synpcc7942_0433,,143625.0,144833.0,-,S,,,,,,,,,,,,,,0.0,,,56
H6G84_RS07645,0.0625841544200956,WP_011377410.1,Synpcc7942_0036,,532339.0,533124.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,56
H6G84_RS07650,0.1290792264971004,WP_011377409.1,Synpcc7942_0035,,533350.0,534108.0,+,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,56
H6G84_RS07655,0.131550010368085,WP_039755513.1,Synpcc7942_0034,,534176.0,534505.0,-,S,,,,,,,,,,,,,,0.0,,,56
H6G84_RS07950,0.0636233956650007,WP_011243830.1,Synpcc7942_2590,,589760.0,590275.0,-,U,"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944",-,"ko:K02458,ko:K02459,ko:K02650,ko:K10927","ko02020,ko03070,ko05111,map02020,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02035,ko02044","3.A.15,3.A.15.2",-,-,N_methyl,,0.0,,,56
H6G84_RS08490,0.0820887249165893,WP_011377969.1,Synpcc7942_1298,,107892.0,109622.0,-,T,-,2.7.7.65,ko:K13590,"ko04112,map04112",-,-,-,"ko00000,ko00001,ko01000",-,-,-,"DUF484,GAF_2,GGDEF,PAS_3,PAS_9,Response_reg",,0.0,,,56
H6G84_RS09215,0.1186862109852465,WP_011377889.1,Synpcc7942_1157,,245463.0,248648.0,-,L,-,3.6.4.12,ko:K16898,-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,"PDDEXK_1,UvrD-helicase,UvrD_C",,,,,56
H6G84_RS09220,0.0975966506658447,WP_011377888.1,Synpcc7942_1156,,248635.0,251232.0,-,L,-,-,-,-,-,-,-,-,-,-,-,PDDEXK_1,,0.0,,,56
H6G84_RS09225,0.076776134698211,WP_011242707.1,Synpcc7942_1155,,251534.0,252223.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,56
H6G84_RS09265,0.1061721822852294,WP_011242714.1,Synpcc7942_1148,,260817.0,262034.0,-,T,-,-,-,-,-,-,-,-,-,-,-,"GAF_2,HD_5",,0.0,,,56
H6G84_RS10500,-0.0731054494717978,WP_011377785.1,Synpcc7942_0907,,517563.0,517775.0,-,S,,,,,,,,,,,,,,0.0,,,56
H6G84_RS11455,0.071875364565774,WP_155813835.1,Synpcc7942_1561,,183208.0,183903.0,-,S,,,,,,,,,,,,,,0.0,,,56
H6G84_RS11460,0.066280006927323,WP_011378084.1,Synpcc7942_1562,,183827.0,184723.0,-,O,-,3.2.2.24,ko:K05521,-,-,-,-,"ko00000,ko01000",-,-,-,ADP_ribosyl_GH,,0.0,,,56
H6G84_RS11820,-0.0654844710329683,WP_011242400.1,Synpcc7942_1628,,262279.0,262998.0,+,O,-,-,-,-,-,-,-,-,-,-,-,Ni_hydr_CYTB,,0.0,,,56
H6G84_RS12805,-0.0717238819646855,WP_234910044.1,Synpcc7942_0719,,189059.0,189520.0,+,S,,,,,,,,,,,,,,0.0,,,56
H6G84_RS00190,0.075849260698606,WP_039755904.1,Synpcc7942_2541,rplS,32509.0,32871.0,-,J,,,,,,,,,,,,,,0.0,,,57
H6G84_RS00240,0.0972008025450573,WP_011243889.1,Synpcc7942_2531,tsf,42369.0,43034.0,-,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576",-,ko:K02357,-,-,-,-,"ko00000,ko03012,ko03029",-,-,-,EF_TS,,0.0,,,57
H6G84_RS00245,0.0921299333163961,WP_011378508.1,Synpcc7942_2530,rpsB,43137.0,43892.0,-,J,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02967,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S2,,0.0,,,57
H6G84_RS00430,-0.057726646568452,WP_011243922.1,Synpcc7942_2494,,79533.0,80456.0,+,E,-,-,ko:K01998,"ko02010,ko02024,map02010,map02024",M00237,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.4,-,-,BPD_transp_2,,0.0,,,57
H6G84_RS00660,-0.0658972189683156,WP_011243969.1,Synpcc7942_2447,,130960.0,131181.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,57
H6G84_RS01130,-0.0735377984308096,WP_011378422.1,Synpcc7942_2356,,232456.0,233082.0,+,K,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008152,GO:0008272,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0015698,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051179,GO:0051234,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0072348,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",-,-,-,-,-,-,-,-,-,-,"HTH_Crp_2,PAS,cNMP_binding","Transcription factor, Crp family contains 1 cNMP_binding,1 HTH_CRP",1.0,HTH_Crp_2,,57
H6G84_RS01185,0.0714610957938926,WP_039755568.1,Synpcc7942_2345,,242388.0,242687.0,+,J,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K19032,-,-,-,-,"br01610,ko00000,ko03011",-,-,-,PSRP-3_Ycf65,,0.0,,,57
H6G84_RS01770,0.1021739847850289,WP_199290596.1,Synpcc7942_2232,rplC,355790.0,356398.0,+,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0019843,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02906,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L3,,0.0,,,57
H6G84_RS01775,0.0932150099462314,WP_011244176.1,Synpcc7942_2231,rplD,356443.0,357075.0,+,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0019843,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02926,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L4,,0.0,,,57
H6G84_RS01780,0.0973087802886854,WP_199290541.1,Synpcc7942_2230,,357011.0,357370.0,+,J,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02892,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L23,,0.0,,,57
H6G84_RS01785,0.0800529208334996,WP_011378366.1,Synpcc7942_2229,rplB,357400.0,358263.0,+,J,"GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0003824,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016740,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02886,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,"Ribosomal_L2,Ribosomal_L2_C",,0.0,,,57
H6G84_RS01790,0.068676879825509,WP_011244179.1,Synpcc7942_2228,rpsS,358295.0,358570.0,+,J,"GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02965,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S19,,0.0,,,57
H6G84_RS01870,0.0582551838567381,WP_011244195.1,Synpcc7942_2212,rpmJ,366387.0,366500.0,+,J,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02919,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L36,,0.0,,,57
H6G84_RS01875,0.0697323152532642,WP_199290594.1,Synpcc7942_2211,rpsM,366679.0,367032.0,+,J,"GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0019843,GO:0022613,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02952,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S13,,0.0,,,57
H6G84_RS01880,0.0758540102182335,WP_011244197.1,Synpcc7942_2210,rpsK,367102.0,367494.0,+,J,"GO:0000028,GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0016070,GO:0016072,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0048027,GO:0065003,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02948,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S11,,0.0,,,57
H6G84_RS01890,0.0620097332678747,WP_011244199.1,Synpcc7942_2208,rplQ,368505.0,368855.0,+,J,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02879,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L17,,0.0,,,57
